"ID","STOCK_ID","PRICERANGE_CODE","CATEGORY_ID","PRICE","CURRENCY","HEIGHT","WIDTH","DEPTH","DIMENSIONUNIT_CODE","IMAGE","SUPPLIER_ID","BASEUNIT_CODE","WEIGHT","WEIGHTUNIT_CODE","NAME","DESCRIPTION","CREATED_BYUSER","MODIFIED_BYUSER","CREATED_AT","MODIFIED_AT"
"HT-1107","78f557c9-4e98-4491-b3a7-f104ab5d7c93","1","33010c00-2f68-42ca-80d2-4dbf0da1c218","29.90","ARS","19.000","12.000","1.500","CM","image/HT-1107.jpg","c906b079-f2bb-4627-9a22-1505be53497e","EA","0.500","KG","Smart Money","Complete package, 1 User, bring your money in your mind, see what you have and what you want","john.nicols@itelo.info","james.field@itelo.info","2001-04-23T07:18:15","2008-09-18T20:00:19"
"HT-1110","315359e6-7972-46af-8912-b917cad3b0e8","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","8.90","USD","4.300","20.000","8.000","CM","image/HT-1110.jpg","0f547c76-721a-4dca-91bd-70ae6a679bc3","EA","0.030","KG","PC Lock","Robust 3m anti-burglary protection for your laptop computer","randy.gordon@itelo.info","sue.bay@itelo.info","2001-10-01T02:13:05","2011-11-28T02:23:09"
"HT-1111","41154bae-77dc-4bb2-ad71-bf503431f4dd","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","6.90","EUR","7.000","31.000","9.000","CM","image/HT-1111.jpg","a345b941-71cd-4510-b653-48e30d6175dd","EA","0.020","KG","Notebook Lock","Robust 1m anti-burglary protection for your desktop computer","barbara.ingalls@itelo.info","walter.winter@itelo.info","2001-04-16T10:01:13","2012-01-12T15:10:10"
"HT-1112","1955ce04-467c-4e24-9377-df5cfc9ce7d1","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","39.00","GBP","1.300","9.000","8.200","CM","image/HT-1112.jpg","979b969d-f59a-412c-bc17-94c8d4b4e6ad","EA","0.075","KG","Web cam reality","Color webcam, color, High-Speed USB","clark.kent@itelo.info","john.dash@itelo.info","2001-01-16T06:07:22","2008-02-10T19:03:11"
"HT-1113","f8766eeb-0583-4a1b-9e12-09e0408600ef","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","2.30","EUR","0.100","2.000","2.000","CM","image/HT-1113.jpg","92c8bafd-10e8-4aa1-adef-543adac554cd","EA","0.050","KG","Screen clean","10 separately packed screen wipes","john.smith@itelo.info","viola.gains@itelo.info","2001-05-25T10:06:03","2005-01-14T13:13:20"
"HT-1114","aa498eb1-4626-42ef-a428-19d59489e509","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","31.00","USD","7.000","42.000","32.000","CM","image/HT-1114.jpg","6d59907b-9413-4880-9b16-a8345f739211","EA","1.800","KG","Fabric bag professional","Notebook bag, plenty of room for stationery and writing materials","carol.aranda@itelo.info","maria.hicks@itelo.info","2001-10-09T01:15:11","2016-01-24T08:12:21"
"HT-1115","ed2bb200-a33b-4106-886a-25ff079400d1","1","be848a97-6cc7-4770-817f-2f6568d1efbc","49.00","CAD","5.000","19.300","18.000","CM","image/HT-1115.jpg","68e0eff4-f410-459e-b49e-cff264269ab9","EA","0.450","KG","Wireless DSL Router","Wireless DSL Router (available in blue, black and silver)","james.smith@itelo.info","jonathan.east@itelo.info","2001-07-24T07:07:19","2016-05-05T17:17:16"
"HT-1116","95f1480d-ac19-4357-8e5c-08f6aa64a64c","1","be848a97-6cc7-4770-817f-2f6568d1efbc","59.00","MXN","5.000","19.300","18.000","CM","image/HT-1116.jpg","6ecde3e7-6b53-406d-8a27-2a312238d1f1","EA","0.450","KG","Wireless DSL Router / Repeater","Wireless DSL Router / Repeater (available in blue, black and silver)","rudolf.platte@itelo.info","james.smith@itelo.info","2001-10-19T21:07:21","2009-09-25T19:12:14"
"HT-1117","45b10bee-0bb5-4cdf-8b71-ffa028029b28","1","be848a97-6cc7-4770-817f-2f6568d1efbc","69.00","EUR","5.000","19.300","18.000","CM","image/HT-1117.jpg","85ea3706-07d2-4546-9de1-76a998e64f50","EA","0.450","KG","Wireless DSL Router / Repeater and Print Server","Wireless DSL Router / Repeater and Print Server (available in blue, black and silver)","barbara.ingalls@itelo.info","nora.dwyer@itelo.info","2001-02-05T13:06:11","2016-02-27T02:04:15"
"HT-1118","20ab5947-ab17-42cf-b891-fc5791e992ab","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","35.00","ARS","1.200","1.500","8.700","CM","image/HT-1118.jpg","5a5646b5-1a8f-4402-a639-ef67006ded96","EA","0.015","KG","USB Stick","USB 2.0 High-Speed 64 GB","peter.fuchs@itelo.info","nora.dwyer@itelo.info","2001-07-05T22:12:01","2017-02-05T06:11:16"
"HT-1119","2181354d-abb3-4582-9a8b-9472e8f3af3f","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","79.00","USD","3.900","2.000","3.100","CM","image/HT-1119.jpg","0f547c76-721a-4dca-91bd-70ae6a679bc3","EA","88.000","G","Travel Adapter","Universal Travel Adapter","nam.huik@itelo.info","james.field@itelo.info","2001-10-18T13:11:10","2005-06-19T12:10:16"
"HT-1120","cab01e1d-834a-4fb6-9128-61ff9d147736","1","c45a994f-22f5-48e7-87ce-49cee35f1c98","29.00","EUR","4.000","51.400","23.000","CM","image/HT-1120.jpg","ea942bee-5fd5-4db3-a7db-d2491930aee5","EA","1.000","KG","Cordless Bluetooth Keyboard, english international","Cordless Bluetooth Keyboard with English keys","franco.fall@itelo.info","mary.watson@itelo.info","2001-11-03T12:21:01","2002-07-29T18:14:10"
"HT-1137","82942adc-4c8c-4749-ac9d-c80718d0a553","4","63813856-e643-41bf-a9b5-2579be66747e","1430.00","RUB","38.000","54.000","22.000","CM","image/HT-1137.jpg","4f705851-d54a-4c63-919b-d6d890df0e26","EA","18.000","KG","Flat XXL","Optimum Hi-Resolution max. 2048 × 1536 @ 85Hz, Dot Pitch: 0.24mm","walter.winter@itelo.info","changf@itelo.info","2001-11-28T04:06:08","2007-09-21T14:22:13"
"HT-1138","297abd86-fc4b-4757-ae40-4f5b57edbc7a","1","7c30ddff-dae4-4b67-a1aa-37e626e6293f","23.00","USD","1.000","0.300","0.500","CM","image/HT-1138.jpg","5b1c1577-8954-4e75-be25-1c6626e8ae08","EA","0.020","KG","Pocket Mouse","Portable pocket Mouse with retracting cord","viola.gains@itelo.info","frank.brown@itelo.info","2001-09-29T09:01:03","2006-03-24T15:14:05"
"HT-1210","d6ed67e9-a4d3-4398-947f-9cbc992c8d5e","4","ad9b4991-bbde-47a1-869a-4a459bb09486","2399.00","EUR","43.000","28.000","31.000","CM","image/HT-1210.jpg","857d21a7-dde6-42fd-b86e-632646097725","EA","2.300","KG","PC Power Station","PC Power Station with 3,4 Ghz quad-core, 32 GB DDR3 SDRAM, feels like a PC, Windows 8 Pro","james.smith@itelo.info","walter.winter@itelo.info","2001-05-22T00:16:00","2009-05-17T04:12:03"
"HT-1251","b8e02149-21ab-4370-bd0d-032f29a44100","3","d3feb9ac-9306-4bb2-9ca2-0c51834df83c","989.00","EUR","3.000","30.000","18.000","CM","image/HT-1251-FRONT.jpg","a4236578-cadf-4b57-be9f-9ea88d37850e","EA","4.200","KG","Astro Laptop 1516","Flexible Laptop with 2,5 GHz Quad Core, 15"" HD TN, 16 GB DDR SDRAM, 256 GB SSD, Windows 10 Pro","sue.bay@itelo.info","joanne.rush@itelo.info","2001-08-13T23:12:05","2002-06-06T03:01:06"
"HT-1252","5fa618e6-c002-48ad-8770-ddb5c1b1ad4d","3","e7e0b1a6-de78-4a3c-a500-05d1ccef90f1","649.00","EUR","1.500","8.000","6.000","CM","image/HT-1252-FRONT.jpg","59811918-1c74-482a-b338-8a8514b3d3fc","EA","0.750","KG","Astro Phone 6","6 inch 1280x800 HD display (216 ppi), Quad-core processor, 8 GB internal storage (actual formatted capacity will be less), 3050 mAh battery (Up to 8 hours of active use), grey or black","peter.fuchs@itelo.info","clark.kent@itelo.info","2001-02-22T07:13:01","2013-08-12T08:05:03"
"HT-1253","0324cb05-4856-4127-ab2b-8cd055179dd2","3","d3feb9ac-9306-4bb2-9ca2-0c51834df83c","976.00","ARS","3.000","30.000","18.000","CM","image/HT-1253-LEFT.jpg","bf6312e8-67f2-4951-8dec-8e05711b3d5f","EA","4.200","KG","Benda Laptop 1408","Flexible Laptop with 2,5 GHz Dual Core, 14"" HD+ TN, 8 GB DDR SDRAM, 324 GB SSD, Windows 10 Pro","sue.bay@itelo.info","changf@itelo.info","2001-07-17T02:21:02","2003-06-15T13:16:18"
"HT-1254","7ccb2c97-d84d-40c9-a4c1-2551fb83056f","2","63813856-e643-41bf-a9b5-2579be66747e","250.00","BRL","36.000","37.000","12.000","CM","image/HT-1254-FRONT.jpg","fd590c10-e002-4ae1-9da3-0cb00ef29278","EA","15.000","KG","Bending Screen 21HD","Optimum Hi-Resolution Widescreen max. 1920 x 1080 @ 85Hz, Dot Pitch: 0.27mm, HDMI, D-Sub","peter.douglas@itelo.info","megan.wang@itelo.info","2001-03-04T07:17:17","2004-02-01T07:11:20"
"HT-1255","6a7a799a-0398-4e94-a3c9-0670f9d11b67","2","63813856-e643-41bf-a9b5-2579be66747e","270.00","CAD","38.000","39.000","12.000","CM","image/HT-1255-FRONT.jpg","fa1d8a95-04b9-4919-8410-8bcb47f57a70","EA","16.000","KG","Broad Screen 22HD","Optimum Hi-Resolution Widescreen max. 2048 x 1080 @ 85Hz, Dot Pitch: 0.27mm, HDMI, D-Sub","john.smith@itelo.info","james.field@itelo.info","2001-03-07T13:08:02","2002-07-15T03:23:05"
"HT-1256","4594c8fe-4bc6-42e8-92f8-82714035fedf","3","e7e0b1a6-de78-4a3c-a500-05d1ccef90f1","549.00","CHF","1.500","9.000","15.000","CM","image/HT-1256-FRONT.jpg","eee09448-18e6-4c13-9b52-3b2c0feb58f4","EA","0.750","KG","Cerdik Phone 7","7 inch 1280x800 HD display (216 ppi), Quad-core processor, 16 GB internal storage (actual formatted capacity will be less), 4325 mAh battery (Up to 8 hours of active use), white or black","changf@itelo.info","peter.douglas@itelo.info","2001-07-26T10:03:05","2009-11-23T01:23:18"
"HT-1257","c97e6ef7-c3a6-4f41-9395-fcae5746c0b2","3","6885986f-675f-4026-ac4b-1db0737f1bb5","549.00","USD","4.500","48.000","31.000","CM","image/HT-1257-FRONT.jpg","61f9ed74-87b7-46ef-a5d1-df377006b057","EA","2.800","KG","Cepat Tablet 10.5","10.5-inch Multitouch HD Screen (1280 x 800), 16GB Internal Memory, Wireless N Wi-Fi; Bluetooth, GPS Enabled, 1GHz Dual-Core Processor","frank.brown@itelo.info","barbara.ingalls@itelo.info","2001-12-23T20:15:11","2003-10-14T08:22:14"
"HT-1258","f1a30d26-f298-44da-b318-9515cd4ac8d9","3","6885986f-675f-4026-ac4b-1db0737f1bb5","529.00","EUR","3.500","38.000","21.000","CM","image/HT-1258-FRONT.jpg","11bd14bc-29cd-4aee-8f0d-d25ffe3b7e79","EA","2.500","KG","Cepat Tablet 8","8-inch Multitouch HD Screen (2000 x 1500) 32GB Internal Memory, Wireless N Wi-Fi, Bluetooth, GPS Enabled, 1.5 GHz Quad-Core Processor","changf@itelo.info","john.smith@itelo.info","2001-09-03T23:05:18","2009-05-31T13:21:16"
"HT-1500","3927715a-d0cc-441f-b8c3-013fd8cd1931","4","45059747-4380-4501-a7a4-1d6b35c9df02","5000.00","EUR","23.000","34.000","35.000","CM","image/HT-1500.jpg","552004f4-48bc-4a15-bb20-4bf6689bcd80","EA","18.000","KG","Server Basic","Dual socket, quad-core processing server with 1333 MHz Front Side Bus with 10Gb connectivity","perezcf@itelo.info","viola.gains@itelo.info","2001-09-18T00:03:21","2007-08-06T07:13:18"
"HT-1501","b109593c-7f7c-4d56-acd6-4c5a845e39a6","4","45059747-4380-4501-a7a4-1d6b35c9df02","15000.00","JPY","27.000","29.000","30.000","CM","image/HT-1501.jpg","08b497e8-5071-4cd8-9738-6bcd950c0d0c","EA","25.000","KG","Server Professional","Dual socket, quad-core processing server with 1644 MHz Front Side Bus with 10Gb connectivity","hermann.hecker@itelo.info","changf@itelo.info","2001-05-16T01:06:05","2016-10-30T13:12:01"
"HT-1502","3b67e69e-444b-4c3f-a9d2-115e73224be6","4","45059747-4380-4501-a7a4-1d6b35c9df02","25000.00","EUR","37.000","22.000","27.300","CM","image/HT-1502.jpg","a4236578-cadf-4b57-be9f-9ea88d37850e","EA","35.000","KG","Server Power Pro","Dual socket, quad-core processing server with 1644 MHz Front Side Bus with 100Gb connectivity","rudolf.platte@itelo.info","frank.brown@itelo.info","2001-05-13T04:02:19","2012-02-20T08:13:10"
"HT-1600","2a0487a2-f26e-4285-9bda-5bff826012a2","3","ad9b4991-bbde-47a1-869a-4a459bb09486","600.00","ARS","38.000","21.400","29.000","CM","image/HT-1600.jpg","c906b079-f2bb-4627-9a22-1505be53497e","EA","4.800","KG","Family PC Basic","2,8 Ghz dual core, 4 GB DDR3 SDRAM, 500 GB Hard Disc, Graphic Card: Proctra X, Windows 8","anna.lerch@itelo.info","maria.hicks@itelo.info","2001-03-26T21:03:22","2014-02-24T02:06:15"
"HT-1601","e2034208-6af5-4c91-8a5c-babc647ff808","3","ad9b4991-bbde-47a1-869a-4a459bb09486","900.00","MXN","40.200","25.000","31.700","CM","image/HT-1601.jpg","97045a3f-8500-431e-84e9-00fab6137bdc","EA","5.300","KG","Family PC Pro","2,8 Ghz dual core, 4 GB DDR3 SDRAM, 1000 GB Hard Disc, Graphic Card: Gladiator MX, Windows 8","carol.aranda@itelo.info","kimuray@itelo.info","2001-02-27T06:14:02","2007-01-08T21:00:17"
"HT-1602","f4ec3394-c40e-4a0e-a4a6-2e3542534d8a","4","ad9b4991-bbde-47a1-869a-4a459bb09486","1200.00","EUR","47.000","26.500","34.000","CM","image/HT-1602.jpg","48f17066-7d6a-497e-96ed-737725f99b0b","EA","5.900","KG","Gaming Monster","3,4 Ghz quad core, 8 GB DDR3 SDRAM, 2000 GB Hard Disc, Graphic Card: Gladiator MX, Windows 8","maria.hicks@itelo.info","megan.wang@itelo.info","2001-10-07T09:13:17","2008-10-11T18:22:08"
"HT-1603","11c63fb9-ab05-489e-8bd2-c2ffb7b459b6","4","ad9b4991-bbde-47a1-869a-4a459bb09486","1700.00","JPY","42.000","27.000","28.000","CM","image/HT-1603.jpg","e242b05e-2387-48cd-b99a-71e151bec5be","EA","6.800","KG","Gaming Monster Pro","3,4 Ghz quad core, 16 GB DDR3 SDRAM, 4000 GB Hard Disc, Graphic Card: Hurricane GX, Windows 8","hermann.hecker@itelo.info","john.nicols@itelo.info","2001-09-20T19:06:08","2008-09-24T05:05:04"
"HT-2000","c4a3e574-73b2-4115-85c6-1391d7b3d87f","2","93025aa6-60ed-4229-9382-bdffae289c32","249.99","EUR","27.600","21.400","19.000","CM","image/HT-2000.jpg","4a449764-56da-490a-9bf8-1d83a70dabdc","EA","0.790","KG","7"" Widescreen Portable DVD Player w MP3","7"" LCD Screen, storage battery holds up to 6 hours!","rudolf.platte@itelo.info","peter.fuchs@itelo.info","2001-09-21T12:04:05","2016-12-27T01:21:10"
"HT-2001","34c05dbb-115c-4d68-85ac-3b963f319c71","2","93025aa6-60ed-4229-9382-bdffae289c32","449.99","USD","29.000","24.000","19.500","CM","image/HT-2001.jpg","0a2b7819-6edb-4f61-82c6-35aae010b820","EA","0.840","KG","10"" Portable DVD player","10"" LCD Screen, storage battery holds up to 8 hours","john.smith@itelo.info","nora.dwyer@itelo.info","2001-08-06T03:05:00","2004-03-06T14:07:14"
"HT-2002","9a5e9b61-a0df-4d17-a881-a012c6651638","3","93025aa6-60ed-4229-9382-bdffae289c32","853.99","EUR","14.000","21.000","16.500","CM","image/HT-2002.jpg","c3a0d611-42b5-4c66-b5b4-7deb19d2fb6b","EA","0.720","KG","Portable DVD Player with 9"" LCD Monitor","9"" LCD Screen, storage holds up to 8 hours, 2 speakers included","michael.miller@itelo.info","clark.kent@itelo.info","2001-07-20T05:13:10","2014-10-06T02:02:09"
"HT-2025","92157930-8d7c-4205-9601-6c13a73988e1","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","44.99","EUR","20.000","13.000","13.000","CM","image/HT-2025.jpg","1ef4c32f-cbe5-42b6-b4cb-d5d04dcf71a7","EA","0.650","KG","CD/DVD case: 264 sleeves","Organizer and protective case for 264 CDs and DVDs","changf@itelo.info","john.nicols@itelo.info","2001-08-04T08:17:04","2007-09-17T13:22:20"
"HT-2026","c2af1795-22c9-4d7a-af77-abe0aa7b8433","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","29.99","USD","13.000","21.000","10.200","CM","image/HT-2026.jpg","2b8fc053-48c9-4405-969f-d78a272d95cf","EA","0.200","KG","Audio/Video Cable Kit - 4m","Quality cables for notebooks and projectors","paul.burke@itelo.info","sally.spring@itelo.info","2001-11-23T21:11:01","2015-07-29T19:20:00"
"HT-2027","1a542897-9f2f-402d-a140-58e30d1af1b1","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","8.99","EUR","2.000","5.500","2.000","CM","image/HT-2027.jpg","f68bae4d-7edf-4903-a03e-ee7db1750bdd","EA","0.150","KG","Removable CD/DVD Laser Labels","Removable jewel case labels, zero residues (100)","karl.kessler@itelo.info","sally.spring@itelo.info","2001-07-28T06:21:10","2014-01-31T01:09:15"
"HT-6100","8aecd409-aa4b-429f-af04-e562933c4a19","2","894fb767-1c0c-490e-9f3a-09fd69acf87f","469.00","EUR","23.000","30.400","23.100","CM","image/HT-6100.jpg","4691df68-1e06-41bd-83db-f9cfe85264db","EA","1.700","KG","Beam Breaker B-1","720p, DLP Projector max. 8,45 Meter, 2D","peter.douglas@itelo.info","james.smith@itelo.info","2001-09-04T00:18:15","2010-09-29T01:13:01"
"HT-6101","738eb6df-57cc-42c6-a813-0ce70d078468","3","894fb767-1c0c-490e-9f3a-09fd69acf87f","679.00","DKK","23.000","30.400","23.100","CM","image/HT-6101.jpg","12cc198b-1fbc-4c0b-9593-7decacf2a362","EA","2.000","KG","Beam Breaker B-2","1080p, DLP max.9,34 Meter, 2D-ready","nam.huik@itelo.info","mary.watson@itelo.info","2001-03-24T23:10:14","2009-07-13T06:18:20"
"HT-6102","3dfe1ae9-ef59-4c37-8d67-2b97d5694d77","3","894fb767-1c0c-490e-9f3a-09fd69acf87f","889.00","CNY","23.000","30.400","23.100","CM","image/HT-6102.jpg","05d42e0a-0330-48ea-a915-22cc3c8efb3f","EA","2.500","KG","Beam Breaker B-3","1080p, DLP max. 12,3 Meter, 3D-ready","paul.burke@itelo.info","ngoc@itelo.info","2001-05-12T02:04:06","2005-03-10T20:08:00"
"HT-6110","1ad89775-0c79-4281-91e1-3d044b9192be","2","93025aa6-60ed-4229-9382-bdffae289c32","130.00","ARS","6.000","37.000","24.000","CM","image/HT-6110.jpg","8025a2a8-50e8-43a6-8f15-0384d5b23405","EA","2.400","KG","Play Movie","CD-RW, DVD+R/RW, DVD-R/RW, MPEG 2 (Video-DVD), MPEG 4, VCD, SVCD, DivX, Xvid","nora.dwyer@itelo.info","sally.spring@itelo.info","2001-12-20T18:09:20","2017-02-01T11:10:10"
"HT-6111","e5b63adf-1501-498b-9584-8bfec0d76d74","2","93025aa6-60ed-4229-9382-bdffae289c32","288.00","PLN","6.200","38.000","26.000","CM","image/HT-6111.jpg","0938dd1a-b922-4ef9-81a8-07e14734980e","EA","3.100","KG","Record Movie","160 GB HDD, CD-RW, DVD+R/RW, DVD-R/RW, MPEG 2 (Video-DVD), MPEG 4, VCD, SVCD, DivX, Xvid","peter.fuchs@itelo.info","changf@itelo.info","2001-08-18T03:03:09","2013-06-27T09:06:22"
"HT-6120","bb6fc489-5ec3-41cf-8c19-fac0bdfbccc3","1","5db65e69-1882-4bd7-80aa-651aa5a6aa37","45.00","INR","1.000","1.500","6.000","CM","image/HT-6120.jpg","7876000f-ce7d-436f-9c16-9a6a62775bfc","EA","134.000","G","ITelo MusicStick","64 GB USB Music-on-a-Stick","clark.kent@itelo.info","carol.aranda@itelo.info","2001-11-07T19:17:15","2010-04-25T09:04:08"
"HT-6121","2294fa76-3890-4f05-a96d-d9c3d5609e28","1","5db65e69-1882-4bd7-80aa-651aa5a6aa37","63.00","EUR","9.200","5.100","8.000","CM","image/HT-6121.jpg","1e230a29-eac9-456e-8b15-c5c5bfef6388","EA","134.000","G","ITelo Jog-Mate","ITelo Jog-Mate 64 GB HDD and Color Display, can play movies","walter.winter@itelo.info","nam.huik@itelo.info","2001-12-13T18:22:16","2005-08-31T16:22:17"
"HT-6122","9631ba19-5a22-4818-9307-c79902b9b85c","2","5db65e69-1882-4bd7-80aa-651aa5a6aa37","167.00","USD","9.200","5.100","8.000","CM","image/HT-6122.jpg","c93083f2-a645-43f9-88c4-763fb3a37494","EA","266.000","G","Power Pro Player 40","MP3-Player with 40 GB HDD and Color Display, can play movies","peter.fuchs@itelo.info","paul.burke@itelo.info","2001-07-08T04:05:13","2009-10-10T18:22:09"
"HT-6123","b373b85b-50d5-4729-9d1e-9cd8338a4e3c","2","5db65e69-1882-4bd7-80aa-651aa5a6aa37","299.00","ZAR","0.800","4.000","6.000","CM","image/HT-6123.jpg","613cde46-b1ed-4d25-932d-09384c900aab","EA","267.000","G","Power Pro Player 80","MP3-Player with 80 GB SSD and Color Display, can play movies","anna.lerch@itelo.info","michael.miller@itelo.info","2001-10-14T08:13:17","2017-08-10T22:06:23"
"HT-6130","6ca02a5f-b9de-4374-877e-cbb454305453","4","0cce079e-187b-42d2-85c3-69175ff3594b","1459.00","EUR","55.000","78.000","22.100","CM","image/HT-6130.jpg","59811918-1c74-482a-b338-8a8514b3d3fc","EA","2.600","KG","Flat Watch HD32","32-inch, 1366x768 Pixel, 16:9, HDTV ready","fisher.richard@itelo.info","fisher.richard@itelo.info","2001-07-08T14:14:17","2014-10-01T11:14:14"
"HT-6131","952efaae-4475-45e2-a22c-03043b0d325a","4","0cce079e-187b-42d2-85c3-69175ff3594b","1199.00","ARS","61.000","99.100","26.000","CM","image/HT-6131.jpg","bf6312e8-67f2-4951-8dec-8e05711b3d5f","EA","2.200","KG","Flat Watch HD37","37-inch, 1366x768 Pixel, 16:9, HDTV ready","michael.miller@itelo.info","joanne.rush@itelo.info","2001-08-17T16:18:20","2003-11-01T12:09:08"
"HT-6132","c844d22a-3bf3-490d-b780-1109e39481ab","3","0cce079e-187b-42d2-85c3-69175ff3594b","899.00","BRL","79.100","128.000","23.000","CM","image/HT-6132.jpg","fd590c10-e002-4ae1-9da3-0cb00ef29278","EA","1.800","KG","Flat Watch HD41","41-inch, 1366x768 Pixel, 16:9, HDTV ready","viola.gains@itelo.info","fisher.richard@itelo.info","2001-09-18T18:12:13","2005-03-26T17:17:15"
"HT-7000","086e79a8-02fa-4924-97e2-34c1f33730c7","3","fe69d976-d541-4d1b-b68c-db4cada3b507","549.00","EUR","12.100","8.100","13.000","CM","image/HT-7000.jpg","11bd14bc-29cd-4aee-8f0d-d25ffe3b7e79","EA","0.500","KG","Copperberry","Our new multifunctional Handheld with phone function in copper","perezcf@itelo.info","susan.summer@itelo.info","2001-09-02T23:23:12","2015-02-25T01:12:09"
"HT-7010","66b68929-2499-4dab-a20d-6f4a02e75770","3","fe69d976-d541-4d1b-b68c-db4cada3b507","549.00","USD","12.100","8.100","13.000","CM","image/HT-7010.jpg","61f9ed74-87b7-46ef-a5d1-df377006b057","EA","0.500","KG","Silverberry","Our new multifunctional Handheld with phone function in silver","clark.kent@itelo.info","james.field@itelo.info","2001-02-04T21:01:11","2017-08-13T14:01:20"
"HT-7020","bad47258-1ceb-48ec-9c53-3c5f408920d7","3","fe69d976-d541-4d1b-b68c-db4cada3b507","549.00","CHF","12.100","8.100","13.000","CM","image/HT-7020.jpg","eee09448-18e6-4c13-9b52-3b2c0feb58f4","EA","0.500","KG","Goldberry","Our new multifunctional Handheld with phone function in gold","karl.kessler@itelo.info","clark.kent@itelo.info","2001-11-13T00:10:11","2009-09-02T16:12:17"
"HT-7030","27ae521c-5cf9-494a-a67a-942433064af4","3","fe69d976-d541-4d1b-b68c-db4cada3b507","549.00","CAD","12.100","8.100","13.000","CM","image/HT-7030.jpg","fa1d8a95-04b9-4919-8410-8bcb47f57a70","EA","0.500","KG","Platinberry","Our new multifunctional Handheld with phone function in platinum","mary.watson@itelo.info","karl.kessler@itelo.info","2001-01-08T18:00:15","2003-05-07T08:12:14"
"HT-8000","6a73d219-c9d7-46a0-a425-b23781520a05","3","d3feb9ac-9306-4bb2-9ca2-0c51834df83c","799.00","EUR","3.100","31.000","19.000","CM","image/HT-8000.jpg","a345b941-71cd-4510-b653-48e30d6175dd","EA","4.000","KG","ITelO FlexTop I4000","Notebook with 2,80 GHz dual core, 4 GB DDR3 SDRAM, 500 GB Hard Disc, Windows 8","john.smith@itelo.info","peter.douglas@itelo.info","2001-09-20T00:16:05","2013-10-10T20:22:18"
"HT-8001","acede9fd-d662-4673-8620-0c5a27e55975","3","d3feb9ac-9306-4bb2-9ca2-0c51834df83c","999.00","GBP","3.400","32.000","20.000","CM","image/HT-8001.jpg","979b969d-f59a-412c-bc17-94c8d4b4e6ad","EA","4.200","KG","ITelO FlexTop I6300c","Notebook with 2,80 GHz dual core, 8 GB DDR3 SDRAM, 500 GB Hard Disc, Windows 8","changf@itelo.info","carol.aranda@itelo.info","2001-02-11T07:12:20","2009-04-17T22:18:04"
"HT-8002","b50d26e9-6ccd-4f91-8c9e-29f4c00d7bfa","4","d3feb9ac-9306-4bb2-9ca2-0c51834df83c","1199.00","EUR","4.100","38.000","21.000","CM","image/HT-8002.jpg","92c8bafd-10e8-4aa1-adef-543adac554cd","EA","3.500","KG","ITelO FlexTop I9100","Notebook with 2,80 GHz quad core, 4 GB DDR3 SDRAM, 1000 GB Hard Disc, Windows 8","susan.summer@itelo.info","sue.bay@itelo.info","2001-06-29T05:04:09","2017-09-20T19:19:07"
"HT-8003","c530e835-f535-46d4-9260-8653d30d8f80","4","d3feb9ac-9306-4bb2-9ca2-0c51834df83c","1388.00","USD","4.500","48.000","31.000","CM","image/HT-8003.jpg","6d59907b-9413-4880-9b16-a8345f739211","EA","3.800","KG","ITelO FlexTop I9800","Notebook with 2,80 GHz quad core, 8 GB DDR3 SDRAM, 1000 GB Hard Disc, Windows 8","michael.miller@itelo.info","joanne.rush@itelo.info","2001-10-07T13:06:11","2011-06-27T20:23:06"
"HT-9991","3f3e2dc0-9fae-4434-8ccb-87f5961f9dee","1","0b157f49-0d3c-424f-8652-34fdd451269d","25.00","JPY","4.500","48.000","31.000","CM","image/HT-9991.jpg","08b497e8-5071-4cd8-9738-6bcd950c0d0c","EA","0.020","KG","Smartphone Leather Case","Button Clasp, Quality Material, 100% Leather, compatible with many smartphone models","susan.summer@itelo.info","perezcf@itelo.info","2001-02-28T22:06:05","2017-03-27T17:21:21"
"HT-9992","3516c4c8-4396-4353-a210-fe23f3b002a3","3","e7e0b1a6-de78-4a3c-a500-05d1ccef90f1","599.00","EUR","4.500","48.000","31.000","CM","image/HT-9992.jpg","552004f4-48bc-4a15-bb20-4bf6689bcd80","EA","0.750","KG","Smartphone Alpha","7 inch 1280x800 HD display (216 ppi), Quad-core processor, 16 GB internal storage (actual formatted capacity will be less), 4325 mAh battery (Up to 8 hours of active use), white or black","carol.aranda@itelo.info","peter.douglas@itelo.info","2001-11-15T05:05:22","2004-07-24T17:19:23"
